ID,Actual_Address,Actual_Longitude,Actual_Latitude,Matched_Address,Matched_Longitude,Matched_Latitude,Geodetic_Distance_m
1573,Actual Address 1573,Actual Long 1573,Actual Lat 1573,Matched Address 1573,Matched Long 1573,Matched Lat 1573,0
1574,Actual Address 1574,Actual Long 1574,Actual Lat 1574,Matched Address 1574,Matched Long 1574,Matched Lat 1574,11
1575,Actual Address 1575,Actual Long 1575,Actual Lat 1575,Matched Address 1575,Matched Long 1575,Matched Lat 1575,1282
1576,Actual Address 1576,Actual Long 1576,Actual Lat 1576,Matched Address 1576,Matched Long 1576,Matched Lat 1576,48
1577,Actual Address 1577,Actual Long 1577,Actual Lat 1577,Matched Address 1577,Matched Long 1577,Matched Lat 1577,465
1578,Actual Address 1578,Actual Long 1578,Actual Lat 1578,Matched Address 1578,Matched Long 1578,Matched Lat 1578,8
1579,Actual Address 1579,Actual Long 1579,Actual Lat 1579,Matched Address 1579,Matched Long 1579,Matched Lat 1579,15
1580,Actual Address 1580,Actual Long 1580,Actual Lat 1580,Matched Address 1580,Matched Long 1580,Matched Lat 1580,14
1581,Actual Address 1581,Actual Long 1581,Actual Lat 1581,Matched Address 1581,Matched Long 1581,Matched Lat 1581,11
1582,Actual Address 1582,Actual Long 1582,Actual Lat 1582,Matched Address 1582,Matched Long 1582,Matched Lat 1582,19
1583,Actual Address 1583,Actual Long 1583,Actual Lat 1583,Matched Address 1583,Matched Long 1583,Matched Lat 1583,5
1584,Actual Address 1584,Actual Long 1584,Actual Lat 1584,Matched Address 1584,Matched Long 1584,Matched Lat 1584,102
1585,Actual Address 1585,Actual Long 1585,Actual Lat 1585,Matched Address 1585,Matched Long 1585,Matched Lat 1585,156
1586,Actual Address 1586,Actual Long 1586,Actual Lat 1586,Matched Address 1586,Matched Long 1586,Matched Lat 1586,13
1587,Actual Address 1587,Actual Long 1587,Actual Lat 1587,Matched Address 1587,Matched Long 1587,Matched Lat 1587,6
1588,Actual Address 1588,Actual Long 1588,Actual Lat 1588,Matched Address 1588,Matched Long 1588,Matched Lat 1588,1224
1589,Actual Address 1589,Actual Long 1589,Actual Lat 1589,Matched Address 1589,Matched Long 1589,Matched Lat 1589,11
1590,Actual Address 1590,Actual Long 1590,Actual Lat 1590,Matched Address 1590,Matched Long 1590,Matched Lat 1590,11
1591,Actual Address 1591,Actual Long 1591,Actual Lat 1591,Matched Address 1591,Matched Long 1591,Matched Lat 1591,19
1592,Actual Address 1592,Actual Long 1592,Actual Lat 1592,Matched Address 1592,Matched Long 1592,Matched Lat 1592,2515
1593,Actual Address 1593,Actual Long 1593,Actual Lat 1593,Matched Address 1593,Matched Long 1593,Matched Lat 1593,12
1594,Actual Address 1594,Actual Long 1594,Actual Lat 1594,Matched Address 1594,Matched Long 1594,Matched Lat 1594,6
1595,Actual Address 1595,Actual Long 1595,Actual Lat 1595,Matched Address 1595,Matched Long 1595,Matched Lat 1595,18
1596,Actual Address 1596,Actual Long 1596,Actual Lat 1596,Matched Address 1596,Matched Long 1596,Matched Lat 1596,9
1597,Actual Address 1597,Actual Long 1597,Actual Lat 1597,Matched Address 1597,Matched Long 1597,Matched Lat 1597,91
1598,Actual Address 1598,Actual Long 1598,Actual Lat 1598,Matched Address 1598,Matched Long 1598,Matched Lat 1598,47
1599,Actual Address 1599,Actual Long 1599,Actual Lat 1599,Matched Address 1599,Matched Long 1599,Matched Lat 1599,493
1600,Actual Address 1600,Actual Long 1600,Actual Lat 1600,Matched Address 1600,Matched Long 1600,Matched Lat 1600,6
1601,Actual Address 1601,Actual Long 1601,Actual Lat 1601,Matched Address 1601,Matched Long 1601,Matched Lat 1601,17
1602,Actual Address 1602,Actual Long 1602,Actual Lat 1602,Matched Address 1602,Matched Long 1602,Matched Lat 1602,721
1603,Actual Address 1603,Actual Long 1603,Actual Lat 1603,Matched Address 1603,Matched Long 1603,Matched Lat 1603,2424
1604,Actual Address 1604,Actual Long 1604,Actual Lat 1604,Matched Address 1604,Matched Long 1604,Matched Lat 1604,10
1605,Actual Address 1605,Actual Long 1605,Actual Lat 1605,Matched Address 1605,Matched Long 1605,Matched Lat 1605,11
1606,Actual Address 1606,Actual Long 1606,Actual Lat 1606,Matched Address 1606,Matched Long 1606,Matched Lat 1606,11
1607,Actual Address 1607,Actual Long 1607,Actual Lat 1607,Matched Address 1607,Matched Long 1607,Matched Lat 1607,18
1608,Actual Address 1608,Actual Long 1608,Actual Lat 1608,Matched Address 1608,Matched Long 1608,Matched Lat 1608,180
1609,Actual Address 1609,Actual Long 1609,Actual Lat 1609,Matched Address 1609,Matched Long 1609,Matched Lat 1609,7
1610,Actual Address 1610,Actual Long 1610,Actual Lat 1610,Matched Address 1610,Matched Long 1610,Matched Lat 1610,16
1611,Actual Address 1611,Actual Long 1611,Actual Lat 1611,Matched Address 1611,Matched Long 1611,Matched Lat 1611,11
1612,Actual Address 1612,Actual Long 1612,Actual Lat 1612,Matched Address 1612,Matched Long 1612,Matched Lat 1612,268
1613,Actual Address 1613,Actual Long 1613,Actual Lat 1613,Matched Address 1613,Matched Long 1613,Matched Lat 1613,370
1614,Actual Address 1614,Actual Long 1614,Actual Lat 1614,Matched Address 1614,Matched Long 1614,Matched Lat 1614,7
1615,Actual Address 1615,Actual Long 1615,Actual Lat 1615,Matched Address 1615,Matched Long 1615,Matched Lat 1615,11
1616,Actual Address 1616,Actual Long 1616,Actual Lat 1616,Matched Address 1616,Matched Long 1616,Matched Lat 1616,93
1617,Actual Address 1617,Actual Long 1617,Actual Lat 1617,Matched Address 1617,Matched Long 1617,Matched Lat 1617,4
1618,Actual Address 1618,Actual Long 1618,Actual Lat 1618,Matched Address 1618,Matched Long 1618,Matched Lat 1618,20
1619,Actual Address 1619,Actual Long 1619,Actual Lat 1619,Matched Address 1619,Matched Long 1619,Matched Lat 1619,10
1620,Actual Address 1620,Actual Long 1620,Actual Lat 1620,Matched Address 1620,Matched Long 1620,Matched Lat 1620,5
1621,Actual Address 1621,Actual Long 1621,Actual Lat 1621,Matched Address 1621,Matched Long 1621,Matched Lat 1621,114
1622,Actual Address 1622,Actual Long 1622,Actual Lat 1622,Matched Address 1622,Matched Long 1622,Matched Lat 1622,20
1623,Actual Address 1623,Actual Long 1623,Actual Lat 1623,Matched Address 1623,Matched Long 1623,Matched Lat 1623,59
1624,Actual Address 1624,Actual Long 1624,Actual Lat 1624,Matched Address 1624,Matched Long 1624,Matched Lat 1624,5
1625,Actual Address 1625,Actual Long 1625,Actual Lat 1625,Matched Address 1625,Matched Long 1625,Matched Lat 1625,7
1626,Actual Address 1626,Actual Long 1626,Actual Lat 1626,Matched Address 1626,Matched Long 1626,Matched Lat 1626,43
1627,Actual Address 1627,Actual Long 1627,Actual Lat 1627,Matched Address 1627,Matched Long 1627,Matched Lat 1627,5
1628,Actual Address 1628,Actual Long 1628,Actual Lat 1628,Matched Address 1628,Matched Long 1628,Matched Lat 1628,9
1629,Actual Address 1629,Actual Long 1629,Actual Lat 1629,Matched Address 1629,Matched Long 1629,Matched Lat 1629,4
1630,Actual Address 1630,Actual Long 1630,Actual Lat 1630,Matched Address 1630,Matched Long 1630,Matched Lat 1630,12
1631,Actual Address 1631,Actual Long 1631,Actual Lat 1631,Matched Address 1631,Matched Long 1631,Matched Lat 1631,9
1632,Actual Address 1632,Actual Long 1632,Actual Lat 1632,Matched Address 1632,Matched Long 1632,Matched Lat 1632,8
1633,Actual Address 1633,Actual Long 1633,Actual Lat 1633,Matched Address 1633,Matched Long 1633,Matched Lat 1633,7
1634,Actual Address 1634,Actual Long 1634,Actual Lat 1634,Matched Address 1634,Matched Long 1634,Matched Lat 1634,14
1635,Actual Address 1635,Actual Long 1635,Actual Lat 1635,Matched Address 1635,Matched Long 1635,Matched Lat 1635,8
1636,Actual Address 1636,Actual Long 1636,Actual Lat 1636,Matched Address 1636,Matched Long 1636,Matched Lat 1636,11
1637,Actual Address 1637,Actual Long 1637,Actual Lat 1637,Matched Address 1637,Matched Long 1637,Matched Lat 1637,17
1638,Actual Address 1638,Actual Long 1638,Actual Lat 1638,Matched Address 1638,Matched Long 1638,Matched Lat 1638,19
1639,Actual Address 1639,Actual Long 1639,Actual Lat 1639,Matched Address 1639,Matched Long 1639,Matched Lat 1639,3340
1640,Actual Address 1640,Actual Long 1640,Actual Lat 1640,Matched Address 1640,Matched Long 1640,Matched Lat 1640,16
1641,Actual Address 1641,Actual Long 1641,Actual Lat 1641,Matched Address 1641,Matched Long 1641,Matched Lat 1641,218
1642,Actual Address 1642,Actual Long 1642,Actual Lat 1642,Matched Address 1642,Matched Long 1642,Matched Lat 1642,11
1643,Actual Address 1643,Actual Long 1643,Actual Lat 1643,Matched Address 1643,Matched Long 1643,Matched Lat 1643,283
1644,Actual Address 1644,Actual Long 1644,Actual Lat 1644,Matched Address 1644,Matched Long 1644,Matched Lat 1644,9
1645,Actual Address 1645,Actual Long 1645,Actual Lat 1645,Matched Address 1645,Matched Long 1645,Matched Lat 1645,205
1646,Actual Address 1646,Actual Long 1646,Actual Lat 1646,Matched Address 1646,Matched Long 1646,Matched Lat 1646,783
1647,Actual Address 1647,Actual Long 1647,Actual Lat 1647,Matched Address 1647,Matched Long 1647,Matched Lat 1647,5
1648,Actual Address 1648,Actual Long 1648,Actual Lat 1648,Matched Address 1648,Matched Long 1648,Matched Lat 1648,108
1649,Actual Address 1649,Actual Long 1649,Actual Lat 1649,Matched Address 1649,Matched Long 1649,Matched Lat 1649,8
1650,Actual Address 1650,Actual Long 1650,Actual Lat 1650,Matched Address 1650,Matched Long 1650,Matched Lat 1650,17
1651,Actual Address 1651,Actual Long 1651,Actual Lat 1651,Matched Address 1651,Matched Long 1651,Matched Lat 1651,10
1652,Actual Address 1652,Actual Long 1652,Actual Lat 1652,Matched Address 1652,Matched Long 1652,Matched Lat 1652,182
1653,Actual Address 1653,Actual Long 1653,Actual Lat 1653,Matched Address 1653,Matched Long 1653,Matched Lat 1653,18
1654,Actual Address 1654,Actual Long 1654,Actual Lat 1654,Matched Address 1654,Matched Long 1654,Matched Lat 1654,69
1655,Actual Address 1655,Actual Long 1655,Actual Lat 1655,Matched Address 1655,Matched Long 1655,Matched Lat 1655,8
1656,Actual Address 1656,Actual Long 1656,Actual Lat 1656,Matched Address 1656,Matched Long 1656,Matched Lat 1656,16
1657,Actual Address 1657,Actual Long 1657,Actual Lat 1657,Matched Address 1657,Matched Long 1657,Matched Lat 1657,22
1658,Actual Address 1658,Actual Long 1658,Actual Lat 1658,Matched Address 1658,Matched Long 1658,Matched Lat 1658,31
1659,Actual Address 1659,Actual Long 1659,Actual Lat 1659,Matched Address 1659,Matched Long 1659,Matched Lat 1659,296
1660,Actual Address 1660,Actual Long 1660,Actual Lat 1660,Matched Address 1660,Matched Long 1660,Matched Lat 1660,9
1661,Actual Address 1661,Actual Long 1661,Actual Lat 1661,Matched Address 1661,Matched Long 1661,Matched Lat 1661,8
1662,Actual Address 1662,Actual Long 1662,Actual Lat 1662,Matched Address 1662,Matched Long 1662,Matched Lat 1662,26
1663,Actual Address 1663,Actual Long 1663,Actual Lat 1663,Matched Address 1663,Matched Long 1663,Matched Lat 1663,9
1664,Actual Address 1664,Actual Long 1664,Actual Lat 1664,Matched Address 1664,Matched Long 1664,Matched Lat 1664,10
1665,Actual Address 1665,Actual Long 1665,Actual Lat 1665,Matched Address 1665,Matched Long 1665,Matched Lat 1665,17
1666,Actual Address 1666,Actual Long 1666,Actual Lat 1666,Matched Address 1666,Matched Long 1666,Matched Lat 1666,9
1667,Actual Address 1667,Actual Long 1667,Actual Lat 1667,Matched Address 1667,Matched Long 1667,Matched Lat 1667,20
1668,Actual Address 1668,Actual Long 1668,Actual Lat 1668,Matched Address 1668,Matched Long 1668,Matched Lat 1668,15
1669,Actual Address 1669,Actual Long 1669,Actual Lat 1669,Matched Address 1669,Matched Long 1669,Matched Lat 1669,7
1670,Actual Address 1670,Actual Long 1670,Actual Lat 1670,Matched Address 1670,Matched Long 1670,Matched Lat 1670,3
1671,Actual Address 1671,Actual Long 1671,Actual Lat 1671,Matched Address 1671,Matched Long 1671,Matched Lat 1671,18
1672,Actual Address 1672,Actual Long 1672,Actual Lat 1672,Matched Address 1672,Matched Long 1672,Matched Lat 1672,11
1673,Actual Address 1673,Actual Long 1673,Actual Lat 1673,Matched Address 1673,Matched Long 1673,Matched Lat 1673,7
1674,Actual Address 1674,Actual Long 1674,Actual Lat 1674,Matched Address 1674,Matched Long 1674,Matched Lat 1674,22
1675,Actual Address 1675,Actual Long 1675,Actual Lat 1675,Matched Address 1675,Matched Long 1675,Matched Lat 1675,4
1676,Actual Address 1676,Actual Long 1676,Actual Lat 1676,Matched Address 1676,Matched Long 1676,Matched Lat 1676,29
1677,Actual Address 1677,Actual Long 1677,Actual Lat 1677,Matched Address 1677,Matched Long 1677,Matched Lat 1677,16
1678,Actual Address 1678,Actual Long 1678,Actual Lat 1678,Matched Address 1678,Matched Long 1678,Matched Lat 1678,9
1679,Actual Address 1679,Actual Long 1679,Actual Lat 1679,Matched Address 1679,Matched Long 1679,Matched Lat 1679,121
1680,Actual Address 1680,Actual Long 1680,Actual Lat 1680,Matched Address 1680,Matched Long 1680,Matched Lat 1680,16
1681,Actual Address 1681,Actual Long 1681,Actual Lat 1681,Matched Address 1681,Matched Long 1681,Matched Lat 1681,13
1682,Actual Address 1682,Actual Long 1682,Actual Lat 1682,Matched Address 1682,Matched Long 1682,Matched Lat 1682,19
1683,Actual Address 1683,Actual Long 1683,Actual Lat 1683,Matched Address 1683,Matched Long 1683,Matched Lat 1683,14
1684,Actual Address 1684,Actual Long 1684,Actual Lat 1684,Matched Address 1684,Matched Long 1684,Matched Lat 1684,13
1685,Actual Address 1685,Actual Long 1685,Actual Lat 1685,Matched Address 1685,Matched Long 1685,Matched Lat 1685,18
1686,Actual Address 1686,Actual Long 1686,Actual Lat 1686,Matched Address 1686,Matched Long 1686,Matched Lat 1686,3032
1687,Actual Address 1687,Actual Long 1687,Actual Lat 1687,Matched Address 1687,Matched Long 1687,Matched Lat 1687,15
1688,Actual Address 1688,Actual Long 1688,Actual Lat 1688,Matched Address 1688,Matched Long 1688,Matched Lat 1688,15
1689,Actual Address 1689,Actual Long 1689,Actual Lat 1689,Matched Address 1689,Matched Long 1689,Matched Lat 1689,8
1690,Actual Address 1690,Actual Long 1690,Actual Lat 1690,Matched Address 1690,Matched Long 1690,Matched Lat 1690,8
1691,Actual Address 1691,Actual Long 1691,Actual Lat 1691,Matched Address 1691,Matched Long 1691,Matched Lat 1691,10
1692,Actual Address 1692,Actual Long 1692,Actual Lat 1692,Matched Address 1692,Matched Long 1692,Matched Lat 1692,20
1693,Actual Address 1693,Actual Long 1693,Actual Lat 1693,Matched Address 1693,Matched Long 1693,Matched Lat 1693,18
1694,Actual Address 1694,Actual Long 1694,Actual Lat 1694,Matched Address 1694,Matched Long 1694,Matched Lat 1694,15
1695,Actual Address 1695,Actual Long 1695,Actual Lat 1695,Matched Address 1695,Matched Long 1695,Matched Lat 1695,92
1696,Actual Address 1696,Actual Long 1696,Actual Lat 1696,Matched Address 1696,Matched Long 1696,Matched Lat 1696,16
1697,Actual Address 1697,Actual Long 1697,Actual Lat 1697,Matched Address 1697,Matched Long 1697,Matched Lat 1697,14
1698,Actual Address 1698,Actual Long 1698,Actual Lat 1698,Matched Address 1698,Matched Long 1698,Matched Lat 1698,17
1699,Actual Address 1699,Actual Long 1699,Actual Lat 1699,Matched Address 1699,Matched Long 1699,Matched Lat 1699,12
1700,Actual Address 1700,Actual Long 1700,Actual Lat 1700,Matched Address 1700,Matched Long 1700,Matched Lat 1700,8
1701,Actual Address 1701,Actual Long 1701,Actual Lat 1701,Matched Address 1701,Matched Long 1701,Matched Lat 1701,14
1702,Actual Address 1702,Actual Long 1702,Actual Lat 1702,Matched Address 1702,Matched Long 1702,Matched Lat 1702,19
1703,Actual Address 1703,Actual Long 1703,Actual Lat 1703,Matched Address 1703,Matched Long 1703,Matched Lat 1703,47
1704,Actual Address 1704,Actual Long 1704,Actual Lat 1704,Matched Address 1704,Matched Long 1704,Matched Lat 1704,16
1705,Actual Address 1705,Actual Long 1705,Actual Lat 1705,Matched Address 1705,Matched Long 1705,Matched Lat 1705,8
1706,Actual Address 1706,Actual Long 1706,Actual Lat 1706,Matched Address 1706,Matched Long 1706,Matched Lat 1706,8
1707,Actual Address 1707,Actual Long 1707,Actual Lat 1707,Matched Address 1707,Matched Long 1707,Matched Lat 1707,18
1708,Actual Address 1708,Actual Long 1708,Actual Lat 1708,Matched Address 1708,Matched Long 1708,Matched Lat 1708,12
1709,Actual Address 1709,Actual Long 1709,Actual Lat 1709,Matched Address 1709,Matched Long 1709,Matched Lat 1709,14
1710,Actual Address 1710,Actual Long 1710,Actual Lat 1710,Matched Address 1710,Matched Long 1710,Matched Lat 1710,5
1711,Actual Address 1711,Actual Long 1711,Actual Lat 1711,Matched Address 1711,Matched Long 1711,Matched Lat 1711,9
1712,Actual Address 1712,Actual Long 1712,Actual Lat 1712,Matched Address 1712,Matched Long 1712,Matched Lat 1712,9
1713,Actual Address 1713,Actual Long 1713,Actual Lat 1713,Matched Address 1713,Matched Long 1713,Matched Lat 1713,14
1714,Actual Address 1714,Actual Long 1714,Actual Lat 1714,Matched Address 1714,Matched Long 1714,Matched Lat 1714,29
1715,Actual Address 1715,Actual Long 1715,Actual Lat 1715,Matched Address 1715,Matched Long 1715,Matched Lat 1715,6
1716,Actual Address 1716,Actual Long 1716,Actual Lat 1716,Matched Address 1716,Matched Long 1716,Matched Lat 1716,61
1717,Actual Address 1717,Actual Long 1717,Actual Lat 1717,Matched Address 1717,Matched Long 1717,Matched Lat 1717,163
1718,Actual Address 1718,Actual Long 1718,Actual Lat 1718,Matched Address 1718,Matched Long 1718,Matched Lat 1718,16
1719,Actual Address 1719,Actual Long 1719,Actual Lat 1719,Matched Address 1719,Matched Long 1719,Matched Lat 1719,9
1720,Actual Address 1720,Actual Long 1720,Actual Lat 1720,Matched Address 1720,Matched Long 1720,Matched Lat 1720,18
1721,Actual Address 1721,Actual Long 1721,Actual Lat 1721,Matched Address 1721,Matched Long 1721,Matched Lat 1721,19
1722,Actual Address 1722,Actual Long 1722,Actual Lat 1722,Matched Address 1722,Matched Long 1722,Matched Lat 1722,9
1723,Actual Address 1723,Actual Long 1723,Actual Lat 1723,Matched Address 1723,Matched Long 1723,Matched Lat 1723,514
1724,Actual Address 1724,Actual Long 1724,Actual Lat 1724,Matched Address 1724,Matched Long 1724,Matched Lat 1724,6
1725,Actual Address 1725,Actual Long 1725,Actual Lat 1725,Matched Address 1725,Matched Long 1725,Matched Lat 1725,42
1726,Actual Address 1726,Actual Long 1726,Actual Lat 1726,Matched Address 1726,Matched Long 1726,Matched Lat 1726,107
